REAR_FORCE_X,REAR_FORCE_Y,REAR_FORCE_Z,REAR_COFP_X,REAR_COFP_Y,REAR_COFP_Z,REAR_FREEMOMENT_Z,LEAD_FORCE_X,LEAD_FORCE_Y,LEAD_FORCE_Z,LEAD_COFP_X,LEAD_COFP_Y,LEAD_COFP_Z,LEAD_FREEMOMENT_Z
0.26578189809157576,16.575453724768657,81.3754407376318,0.62455,-0.24272,-0.02729,-0.6989252949952584,-0.8592295669976513,-3.8349381269499347,16.547507984598287,0.67045,0.34995,-0.02598,-0.13682432575689651
0.2899185254130087,16.56407081961382,81.25989762449154,0.62417,-0.24266,-0.02729,-0.7012290419440969,-0.8562467023160908,-3.884589247578292,16.66417557351137,0.66929,0.34965,-0.02598,-0.13646084046191786
0.31702488415677055,16.549980366793733,81.12672995171498,0.62411,-0.24208,-0.02729,-0.7036099101365421,-0.8536006683601977,-3.941934034601595,16.798475895133734,0.66847,0.34994,-0.02598,-0.13597704583364334
0.34688156446029417,16.533039495491646,80.97658750594333,0.62372,-0.24169,-0.02729,-0.7060055906103384,-0.8515750906173684,-4.006765185376059,16.949787096785187,0.6686,0.35099,-0.02597,-0.13536099228798595
0.37920770281247557,16.513159400683033,80.81054083847233,0.62333,-0.24163,-0.02729,-0.7083529829497758,-0.8504847633754302,-4.0787019970054015,17.11707329554587,0.66991,0.35032,-0.02598,-0.1346014213855207
0.41367729973261136,16.490308593554758,80.63002146247264,0.62297,-0.24117,-0.02729,-0.7105925257832073,-0.8506653867214826,-4.157210891727229,17.298938676582658,0.67012,0.3501,-0.02598,-0.1336878696894127
0.44993769426340124,16.46451363230196,80.43674328422138,0.62246,-0.24152,-0.02729,-0.7126724394296393,-0.8524609736965971,-4.241632403467873,17.493698204714534,0.66955,0.35044,-0.02598,-0.1326111398006756
0.4876292046707606,16.435857349878304,80.23261127112193,0.62201,-0.24158,-0.02729,-0.7145523327433034,-0.856209489919129,-4.331212629306691,17.699459570350868,0.67319,0.34877,-0.02599,-0.1313642181968935
0.5264049460183803,16.404474745147716,80.01962376682971,0.62179,-0.24125,-0.02729,-0.7162056892121745,-0.8622275090304784,-4.425137243955534,17.914210893585565,0.67172,0.34891,-0.02599,-0.12994343842184447
0.5659496239076721,16.370546841506957,79.7997747037573,0.62172,-0.24097,-0.02729,-0.7176210231935181,-0.8707948584912137,-4.522566213694826,18.135909030461256,0.67214,0.348,-0.02599,-0.12834943489850215
0.6059958378076846,16.33429288870315,79.57496139353076,0.62114,-0.24105,-0.02729,-0.7188018826591769,-0.8821403592508109,-4.622667275200903,18.362563985960623,0.67252,0.34819,-0.02599,-0.1265873996069981
0.6463363907041477,16.29596125825408,79.34690275479282,0.62005,-0.2418,-0.02729,-0.7197661598716815,-0.8964297927250144,-4.724646202292192,18.592315805134536,0.67269,0.34801,-0.02599,-0.1246663990823801
0.686831471142807,16.255819282150213,79.11707187174083,0.62025,-0.24158,-0.02729,-0.7205451888659461,-0.9137571243677627,-4.827772097079808,18.823501226351347,0.67203,0.34729,-0.02599,-0.12259789515520848
0.727410306727612,16.21414217270724,78.88664572777466,0.6196,-0.24179,-0.02728,-0.7211828475337766,-0.9341397626336607,-4.9313965059634555,19.0547082682547,0.67449,0.34749,-0.026,-0.1203939297526033
0.7680677555449436,16.17120112249698,78.65647384383358,0.61899,-0.24195,-0.02728,-0.7217345036867191,-0.9575182710615547,-5.034965908556772,19.284817750753955,0.67464,0.34732,-0.026,-0.1180655737940017
0.8088569845802532,16.127250781383683,78.42706637371238,0.61892,-0.24166,-0.02728,-0.7222653945518471,-0.9837605455319081,-5.138027790673463,19.51303144355433,0.67324,0.34703,-0.026,-0.11562221710094668
0.8498796526287995,16.082516521006248,78.19860100092008,0.61849,-0.24113,-0.02728,-0.7228480667711376,-1.0126700549319956,-5.240230966250108,19.738887023023786,0.67361,0.34532,-0.026,-0.11307211872507653
0.8912748917520238,16.037182122633958,77.97094683004376,0.61737,-0.24179,-0.02728,-0.7235587750045528,-1.0439973262381277,-5.34132109113991,19.962260290327997,0.67377,0.34517,-0.026,-0.11042435226421124
0.9332080868278024,15.991378680554625,77.7437025203029,0.6173,-0.24151,-0.02728,-0.7244730295461248,-1.0774534779280802,-5.441132469674518,20.183355267865068,0.67568,0.34529,-0.02601,-0.10769192306530616
0.9758602111332768,15.94517559585378,77.51624531119272,0.61682,-0.24159,-0.02728,-0.7256606217882393,-1.1127243655922303,-5.539577307555632,20.402683065061893,0.67462,0.34536,-0.026,-0.10489551726812345
1.0194183745224494,15.898574579779956,77.2877873829568,0.61634,-0.24201,-0.02728,-0.7271804451685063,-1.1494838825507059,-5.636633524558369,20.62103089835098,0.67394,0.34584,-0.026,-0.10206715111834558
1.0640682010277256,15.851507602365066,77.0574361378116,0.61594,-0.24228,-0.02728,-0.7290753876641268,-1.187405168756202,-5.732332152064205,20.839423213147164,0.67748,0.34471,-0.02601,-0.0992529316584658
1.1099885246533079,15.803839653673634,76.8242553832746,0.61543,-0.24202,-0.02728,-0.7313675628838883,-1.2261688600316138,-5.8267452162423226,21.059077259334728,0.6775,0.34517,-0.02601,-0.09651421046655628
1.1573486077747763,15.755376950519322,76.58732489219074,0.6148,-0.24219,-0.02728,-0.7340541392877218,-1.2654679654310406,-5.919974783395761,21.281355619785607,0.67891,0.34562,-0.02601,-0.0939266366187537
1.2063077106146551,15.705880806779696,76.34579625665816,0.61451,-0.24204,-0.02728,-0.7371039926373555,-1.3050094389937692,-6.012143488278991,21.507718110036905,0.67714,0.34489,-0.02601,-0.09157699268711261
